UPDATE_TYPE,INITIAL_POSTING_DATE,PACKAGE_NDC,GENERIC_NAME,CONTACT_INFO,AVAILABILITY,RELATED_INFO,UPDATE_DATE,THERAPEUTIC_CATEGORY,DOSAGE_FORM,PRESENTATION,COMPANY_NAME,SHORTAGE_REASON,STATUS,OPENFDA_APPLICATION_NUMBER,OPENFDA_BRAND_NAME,OPENFDA_GENERIC_NAME,OPENFDA_MANUFACTURER_NAME,OPENFDA_PRODUCT_NDC,OPENFDA_PRODUCT_TYPE,OPENFDA_ROUTE,OPENFDA_SUBSTANCE_NAME,OPENFDA_RXCUI,OPENFDA_SPL_ID,OPENFDA_SPL_SET_ID,OPENFDA_PACKAGE_NDC,OPENFDA_UNII,OPENFDA_NUI,OPENFDA_PHARM_CLASS_EPC,OPENFDA_PHARM_CLASS_PE,DISCONTINUED_DATE,RELATED_INFO_LINK,OPENFDA_PHARM_CLASS_CS,CHANGE_DATE,OPENFDA_PHARM_CLASS_MOA,RESOLVED_NOTE
Reverified,04/26/2023,81284-522-01,Penicillin G Benzathine Injection,Provepharm: rahul.poria@provepharm.com,Available,,09/17/2025,['Anti-Infective'],Injection,"Extencilline, Injection, 2,400,000 units (NDC 81284-522-01)",Laboratoires Delbert,,Current,,['EXTENCILLINE'],['BENZATHINE BENZYLPENICILLIN'],['Provepharm Inc.'],"['81284-522', '81284-521', '81284-523', '81284-524']",['HUMAN PRESCRIPTION DRUG'],,,"['2671687', '2671693', '2671695', '2671697']",['5eb42da3-7f4f-4071-9a35-14565343b49c'],['5a026d0c-6f91-4ee3-b193-b2186a37e7ca'],"['81284-521-01', '81284-523-00', '81284-735-00', '81284-522-01', '81284-524-00']",['RIT82F58GK'],,,,,https://www.fda.gov/media/180283/download?attachment,,,,
Reverified,02/22/2012,83090-002-10,Lidocaine Hydrochloride Injection,"844-425-3131, SinteticaCS@eversana.com",Available,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 1% 10X5ML)  is Preservative free.",08/19/2025,"['Anesthesia', 'Pediatric']",Injection,"Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 83090-002-10)",Sintetica US,,Current,['ANDA214267'],['NA'],['LIDOCAINE HYDROCHLORIDE'],['Sintetica US LLC'],"['83090-002', '83090-001', '83090-003', '83090-004', '83090-005', '83090-006']",['HUMAN PRESCRIPTION DRUG'],['INFILTRATION'],['LIDOCAINE HYDROCHLORIDE ANHYDROUS'],"['1737566', '1737568', '1737570', '1737757', '1737761', '1737763']",['0d18f291-3a92-421e-8841-6be743b1f154'],['aa3e688a-308c-4a82-a268-28ccf1677c55'],"['83090-001-01', '83090-001-10', '83090-002-01', '83090-002-10', '83090-003-01', '83090-003-10', '83090-004-01', '83090-004-10', '83090-005-01', '83090-005-10', '83090-006-01', '83090-006-10']",['EC2CNF7XFP'],,,,,,,,,
New,01/06/2025,45963-565-08,Ezetimibe; Simvastatin Tablet,800-545-8800,,,01/06/2025,['Cardiovascular'],Tablet,"EZETIMIBE AND SIMVASTATIN, Tablet, 10 mg; 10 mg (NDC 45963-565-08)","Teva Pharmaceuticals USA, Inc.",,To Be Discontinued,['ANDA202968'],['EZETIMIBE AND SIMVASTATIN'],['EZETIMIBE AND SIMVASTATIN'],"['Actavis Pharma, Inc.']","['45963-565', '45963-566', '45963-567', '45963-568']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],"['EZETIMIBE', 'SIMVASTATIN']","['476345', '476349', '476350', '476351']",['bd64aee1-c95f-4767-8d31-af93dd0ab692'],['00680bea-d2fb-4362-ba67-e866b732e9ed'],"['45963-565-30', '45963-565-08', '45963-566-30', '45963-566-08', '45963-567-30', '45963-567-08', '45963-568-30', '45963-568-08']","['AGG2FN16EV', 'EOR26LQQ24']","['N0000175589', 'N0000000121', 'N0000008553', 'N0000175911']","['HMG-CoA Reductase Inhibitor [EPC]', 'Dietary Cholesterol Absorption Inhibitor [EPC]']",['Decreased Cholesterol Absorption [PE]'],01/06/2025,,,,['Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]'],
Revised,02/20/2018,0409-9042-17,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",844-646-4398,Unavailable,Next Delivery and Estimated Recovery: December 2027,10/23/2025,['Anesthesia'],Injection,"Bupivacaine Hydrochloride And Epinephrine, Injection, 75 mg/30 mL (2.5 mg/mL) (NDC 0409-9042-17)","Hospira, Inc., a Pfizer Company",Other,Current,['ANDA071165'],['BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE'],['BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE'],"['Hospira, Inc.']","['0409-9042', '0409-1159', '0409-1160', '0409-1162', '0409-1163', '0409-1165', '0409-9043', '0409-9046', '0409-9045']",['HUMAN PRESCRIPTION DRUG'],"['EPIDURAL', 'INFILTRATION', 'INTRACAUDAL', 'PERINEURAL']","['BUPIVACAINE HYDROCHLORIDE', 'EPINEPHRINE BITARTRATE']","['1012377', '1012384', '1012396', '1012404', '1672917', '1672919', '1724786', '1724787', '1724880', '1724884', '1725078', '1725082', '1867594', '1867596']",['3c6a5b9f-4ea0-4ccd-a384-a90e4ad379e7'],['02a845c3-4521-4926-e397-25ab536e7cf6'],"['0409-1159-18', '0409-1159-01', '0409-1159-19', '0409-1159-02', '0409-1160-18', '0409-1160-01', '0409-1162-18', '0409-1162-01', '0409-1162-19', '0409-1162-02', '0409-1163-18', '0409-1163-01', '0409-1165-18', '0409-1165-01', '0409-1165-19', '0409-1165-02', '0409-9043-11', '0409-9043-01', '0409-9046-11', '0409-9046-01', '0409-9045-11', '0409-9045-01', '0409-9045-16', '0409-9045-17', '0409-9042-11', '0409-9042-01', '0409-9042-16', '0409-9042-17']","['7TQO7W3VT8', '30Q7KI53AK']",,,,,,,,,
New,01/08/2025,43598-741-30,Ramelteon Tablet,866-732-3952,,,01/08/2025,['Other'],Tablet,"Tablet, 8 mg (NDC 43598-741-30)","Dr. Reddy's Laboratories, Inc.",,To Be Discontinued,['ANDA091693'],['RAMELTEON'],['RAMELTEON'],['Dr.Reddys Laboratories Inc'],['43598-741'],['HUMAN PRESCRIPTION DRUG'],['ORAL'],['RAMELTEON'],['577348'],['54220029-c5df-b277-af7e-2786da03bbed'],['b71cd925-1bae-5a6a-072b-941ad6d3ce65'],"['43598-741-30', '43598-741-01', '43598-741-10']",['901AS54I69'],"['N0000175743', 'N0000000250']",['Melatonin Receptor Agonist [EPC]'],,01/08/2025,,,,['Melatonin Receptor Agonists [MoA]'],
Reverified,02/22/2012,63323-493-97,Lidocaine Hydrochloride Injection,888-386-1300,Unavailable,Next release not available at this time.,11/05/2025,"['Anesthesia', 'Pediatric']",Injection,"Xylocaine, Injection, 15 mg/1 mL (NDC 63323-493-97)","Fresenius Kabi USA, LLC",Demand increase for the drug,Current,['NDA006488'],['XYLOCAINE MPF'],['LIDOCAINE HYDROCHLORIDE'],"['Fresenius Kabi USA, LLC']","['63323-493', '63323-492', '63323-496']",['HUMAN PRESCRIPTION DRUG'],"['EPIDURAL', 'INFILTRATION', 'INTRACAUDAL', 'PERINEURAL']",['LIDOCAINE HYDROCHLORIDE ANHYDROUS'],"['1737562', '1737563', '1737566', '1737567', '1737568', '1737569', '1737570', '1737571', '1737636', '1737637', '1737640', '1737641', '1737763', '1737764']",['fa12a8e8-09fd-496f-8cc6-ffe0eb02e2df'],['d5e0d06f-ba1e-44d4-aa89-39d6c146dc23'],"['63323-492-08', '63323-492-97', '63323-493-03', '63323-493-97', '63323-493-01', '63323-493-91', '63323-496-03', '63323-496-97']",['EC2CNF7XFP'],,,,,,,,,
Reverified,10/14/2016,63323-488-17,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",888-386-1300,Available,Check wholesalers for inventory,11/05/2025,"['Anesthesia', 'Pediatric']",Injection,"Xylocaine, Injection, .005 mg/1 mL; 15 mg/1 mL (NDC 63323-488-17)","Fresenius Kabi USA, LLC",,Current,['NDA006488'],['XYLOCAINE MPF'],"['LIDOCAINE HYDROCHLORIDE,EPINEPHRINE BITARTRATE']","['Fresenius Kabi USA, LLC']","['63323-488', '63323-492', '63323-491', '63323-495', '63323-485', '63323-486', '63323-484', '63323-489', '63323-481', '63323-483', '63323-482', '63323-487']",['HUMAN PRESCRIPTION DRUG'],"['EPIDURAL', 'INFILTRATION', 'INTRACAUDAL', 'PERINEURAL']","['EPINEPHRINE BITARTRATE', 'LIDOCAINE HYDROCHLORIDE ANHYDROUS']","['1010033', '1010035', '1010671', '1010673', '1010688', '1010692', '1010745', '1010749', '1010751', '1010755', '1010759', '1010763', '1010900', '1010902', '1737343', '1737345', '1737562', '1737563', '1737566', '1737567', '1737568', '1737569', '1737570', '1737571', '1737757', '1737758', '1737761', '1737762', '1867938', '1867940', '1867943', '1867944', '1867992', '1867993', '1867996', '1867997', '1868028', '1868029']",['ea480a68-5927-4278-9deb-2956961da428'],['ba082c2f-64f4-419d-9c88-74f203316e17'],"['63323-492-04', '63323-492-27', '63323-492-09', '63323-492-57', '63323-492-07', '63323-492-37', '63323-492-03', '63323-492-31', '63323-491-01', '63323-491-57', '63323-495-09', '63323-495-27', '63323-495-04', '63323-495-07', '63323-485-01', '63323-485-27', '63323-485-03', '63323-485-57', '63323-486-01', '63323-486-17', '63323-486-02', '63323-486-27', '63323-486-05', '63323-486-57', '63323-484-57', '63323-489-02', '63323-489-27', '63323-489-03', '63323-489-21', '63323-489-01', '63323-489-17', '63323-488-07', '63323-488-37', '63323-488-03', '63323-488-31', '63323-488-01', '63323-488-17', '63323-481-01', '63323-481-57', '63323-483-03', '63323-483-27', '63323-483-01', '63323-483-57', '63323-482-01', '63323-482-17', '63323-482-03', '63323-482-27', '63323-482-05', '63323-482-57', '63323-487-01', '63323-487-17', '63323-487-07', '63323-487-37', '63323-487-03', '63323-487-31']","['EC2CNF7XFP', '30Q7KI53AK']",,,,,,,,,
New,02/12/2025,42543-493-05,Amantadine Hydrochloride Capsule,877-244-9825,,Discontinuation of manufacture of drug based on business decision,02/12/2025,"['Antiviral', 'Neurology']",Capsule,"Amantadine Hydrochloride, Capsule, 100 mg (NDC 42543-493-05)",Strides Pharma Inc.,,To Be Discontinued,['ANDA209047'],['AMANTADINE HYDROCHLORIDE'],['AMANTADINE HYDROCHLORIDE'],['Strides Pharma Inc.'],['42543-493'],['HUMAN PRESCRIPTION DRUG'],['ORAL'],['AMANTADINE HYDROCHLORIDE'],['849389'],['a3230bf0-95b8-4beb-b1f5-a35614de5afa'],['e4d8f36f-d668-4728-8dca-b1c22bd9aedb'],"['42543-493-01', '42543-493-05']",['M6Q1EO9TD0'],,,,02/12/2025,,,,,
New,07/23/2025,0832-5323-10,"Potassium Chloride Tablet, Extended Release",763-315-2000,,Discontinuation of the manufacture of the drug product,07/23/2025,"['Endocrinology/Metabolism', 'Gastroenterology']",Tablet,"Potassium Chloride, Tablet, Extended Release, 750 mg (NDC 0832-5323-10)","Upsher-Smith Laboratories, LLC",,To Be Discontinued,['NDA019123'],['POTASSIUM CHLORIDE'],['POTASSIUM CHLORIDE'],"['Upsher-Smith Laboratories, LLC']","['0832-5323', '0832-5322']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['POTASSIUM CHLORIDE'],"['312529', '628953']",['39e726b1-eab8-fcf4-e063-6394a90a950a'],['616f0de7-8843-44a1-8fa6-274d889286aa'],"['0832-5322-11', '0832-5322-10', '0832-5323-11', '0832-5323-10']",['660YQ98I10'],,,,07/23/2025,,,,,
Reverified,07/14/2023,42858-164-01,Lisdexamfetamine Dimesylate Capsule,888-827-0616,Available,,08/05/2025,['Psychiatry'],Capsule,"Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 42858-164-01)",Rhodes Pharmaceuticals L.P.,,Current,['ANDA215330'],['LISDEXAMFETAMINE DIMESYLATE'],['LISDEXAMFETAMINE DIMESYLATE'],['Rhodes Pharmaceuticals'],"['42858-164', '42858-161', '42858-162', '42858-163', '42858-165', '42858-166', '42858-167']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['LISDEXAMFETAMINE DIMESYLATE'],"['854830', '854834', '854838', '854842', '854846', '854850', '1593856']",['047c243d-9336-4ef2-b5a8-a7cae312b1be'],['d918b40d-a461-41bc-b6c0-83dc76c28e32'],"['42858-161-01', '42858-162-01', '42858-163-01', '42858-164-01', '42858-165-01', '42858-166-01', '42858-167-01']",['SJT761GEGS'],,,,,,,,,
Revised,01/01/2012,63323-806-05,Fentanyl Citrate Injection,888-386-1300,Unavailable,Next release not available at this time. Check wholesalers for inventory.,11/05/2025,"['Analgesia/Addiction', 'Pediatric']",Injection,"Fentanyl Citrate Preservative Free, Injection, .05 mg/1 mL (NDC 63323-806-05)","Fresenius Kabi USA, LLC",Other,Current,['ANDA210762'],['FENTANYL CITRATE'],['FENTANYL CITRATE'],"['Fresenius Kabi USA, LLC']",['63323-806'],['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS']",['FENTANYL CITRATE'],"['1735003', '1735007', '1735008', '1735013', '2168270']",['341b092a-1f6f-40f1-98f2-9346bf2e1242'],['38d0c14a-a0c1-44cc-a939-0304eb8037d6'],"['63323-806-11', '63323-806-01', '63323-806-12', '63323-806-02', '63323-806-13', '63323-806-05', '63323-806-14', '63323-806-20', '63323-806-50']",['MUN5LYG46H'],,,,,,,,,
Reverified,04/10/2020,55150-209-02,Dexmedetomidine Hydrochloride Injection,888-238-7880,Available,Check wholesalers for inventory,10/17/2025,['Anesthesia'],Injection,"Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 55150-209-02)",Eugia US LLC,,Current,['ANDA205867'],['DEXMEDETOMIDINE'],['DEXMEDETOMIDINE'],['Eugia US LLC'],"['55150-209', '55150-296', '55150-297']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['DEXMEDETOMIDINE HYDROCHLORIDE'],"['309710', '1718906', '1718909']",['72d6b6e6-236e-44f8-a747-de2ee97bca87'],['8c162541-986b-4b30-866c-b2631ba2c975'],"['55150-209-02', '55150-296-10', '55150-297-10']",['1018WH7F9I'],,,,,,,,,
New,01/22/2025,71093-131-03,Sertraline Hydrochloride Tablet,877-244-9825,,Discontinuation is a commercial decision based on the current business and not for reasons of safety or effectiveness.,01/22/2025,['Psychiatry'],Tablet,"Sertraline Hydrochloride, Tablet, 100 mg (NDC 71093-131-03)",Strides Pharma Inc.,,To Be Discontinued,['ANDA076881'],['SERTRALINE HYDROCHLORIDE'],['SERTRALINE HYDROCHLORIDE'],"['ACI Healthcare USA, Inc.']","['71093-131', '71093-129', '71093-130']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['SERTRALINE HYDROCHLORIDE'],"['312938', '312940', '312941']",['3f41fc19-b54a-46fd-acbf-b411816bccd5'],['1f99e897-1b70-40b0-8c19-71d0bba19422'],"['71093-129-01', '71093-129-03', '71093-129-05', '71093-130-01', '71093-130-03', '71093-130-05', '71093-131-01', '71093-131-03', '71093-131-05']",['UTI8907Y6X'],,,,01/22/2025,,,,,
Revised,05/30/2025,0409-1179-30,Meperidine Hydrochloride Injection,844-646-4398,Unavailable,Next Delivery and Estimated Recovery: December 2027,10/23/2025,['Analgesia/Addiction'],Injection,"Demerol, Injection, 75 mg/1 mL (NDC 0409-1179-30)","Hospira, Inc., a Pfizer Company",Other,Current,['NDA021171'],['DEMEROL'],['MEPERIDINE HYDROCHLORIDE'],"['Hospira, Inc.']","['0409-1179', '0409-1181', '0409-1176', '0409-1178', '0409-1180', '0409-1362', '0409-1418']",['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS']",['MEPERIDINE HYDROCHLORIDE'],"['860792', '861463', '861473', '861493', '861494', '861522', '861529', '861617', '1242106', '1242503', '2539186', '2539188', '2539191', '2539192']",['1271f15f-ccda-4892-8fb0-9bb2d38ded4a'],['b31d1308-28c3-43f4-e0a6-2f3ed76b8975'],"['0409-1181-30', '0409-1176-03', '0409-1176-30', '0409-1178-03', '0409-1178-30', '0409-1179-03', '0409-1179-30', '0409-1180-59', '0409-1180-69', '0409-1362-11', '0409-1362-01', '0409-1418-11', '0409-1418-01']",['N8E7F7Q170'],,,,,,,,,
New,03/17/2025,0049-0174-03,"Glipizide Tablet, Extended Release",800-533-4535,,Supply expected to exhaust early April 2025,03/17/2025,['Endocrinology/Metabolism'],Tablet,"Glucotrol XL, Tablet, Extended Release, 5 mg (NDC 0049-0174-03)",Pfizer Inc.,,To Be Discontinued,['NDA020329'],['GLUCOTROL XL'],['GLIPIZIDE'],['Roerig'],"['0049-0174', '0049-0170', '0049-0178']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['GLIPIZIDE'],"['310489', '314006', '315107', '865568', '865571', '865573']",['ce46d6b5-eab4-4630-8480-f13885be938e'],['eed99b60-d043-4249-9b2a-f05e46fb588d'],"['0049-0170-01', '0049-0174-02', '0049-0174-03', '0049-0178-07', '0049-0178-08']",['X7WDT95N5C'],"['N0000175608', 'M0020795']",['Sulfonylurea [EPC]'],,03/17/2025,,['Sulfonylurea Compounds [CS]'],,,
Reverified,12/08/2020,0338-0502-03,Amino Acid Injection,888-229-0001,Available,,10/22/2025,['Gastroenterology'],Injection,"Clinisol 15% Sulfite Free In Plastic Container, Injection, 0.15 (NDC 0338-0502-03)",Baxter Healthcare,,Current,['ANDA020512'],['CLINISOL'],"['LYSINE, LEUCINE, PHENYLALANINE, VALINE, HISTIDINE, ISOLEUCINE, METHIONINE, THREONINE, TRYPTOPHAN, ALANINE, ARGININE, GLYCINE, PROLINE, GLUTAMIC ACID, SERINE, ASPARTIC ACID, TYROSINE']",['Baxter Healthcare Corporation'],['0338-0502'],['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],"['ALANINE', 'ARGININE', 'ASPARTIC ACID', 'GLUTAMIC ACID', 'GLYCINE', 'HISTIDINE', 'ISOLEUCINE', 'LEUCINE', 'LYSINE ACETATE', 'METHIONINE', 'PHENYLALANINE', 'PROLINE', 'SERINE', 'THREONINE', 'TRYPTOPHAN', 'TYROSINE', 'VALINE']","['800584', '800588']",['7eab93b5-5590-4381-8674-113a05edeff0'],['65ffc962-7538-41ea-9afb-4af5fbce4c5b'],"['0338-0502-03', '0338-0502-06']","['OF5P57N2ZX', '94ZLA3W45F', '30KYC7MIAI', '3KX376GY7L', 'TE7660XO1C', '4QD397987E', '04Y7590D77', 'GMW67QNF9C', 'TTL6G7LIWZ', 'AE28F7PNPL', '47E5O17Y3R', '9DLQ4CIU6V', '452VLY9402', '2ZD004190S', '8DUH1N11BX', '42HK56048U', 'HG18B9YRS7']","['N0000175780', 'M0000922']",['Amino Acid [EPC]'],,,,['Amino Acids [CS]'],,,
Reverified,12/22/2020,43066-023-10,Ropivacaine Hydrochloride Injection,888-229-0001,Limited Availability,Limited supply; Check wholesalers for inventory; Marketed by Baxter,11/04/2025,['Anesthesia'],Injection,"Ropivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 43066-023-10)","Caplin Steriles, Ltd.",Other,Current,['ANDA212808'],['ROPIVACAINE HYDROCHLORIDE'],['ROPIVACAINE HYDROCHLORIDE'],['Baxter Healthcare Corporation'],"['43066-023', '43066-015', '43066-019', '43066-027']",['HUMAN PRESCRIPTION DRUG'],"['EPIDURAL', 'INFILTRATION', 'PERINEURAL']",['ROPIVACAINE HYDROCHLORIDE'],"['1734084', '1734207', '1734475', '1734483']",['ef624077-2197-426c-9521-8f966f49240b'],['781d4b7f-7556-4695-8d48-7772d7a0d8e9'],"['43066-015-01', '43066-015-10', '43066-019-01', '43066-019-10', '43066-023-01', '43066-023-10', '43066-027-01', '43066-027-10']",['V910P86109'],,,,,,,,,
Revised,03/13/2023,0703-3671-01,Methotrexate Sodium Injection,800-545-8800,Limited Availability,Estimated availability: December 2025,11/06/2025,"['Rheumatology', 'Oncology']",Injection,"Methotrexate Sodium Preservative Free, Injection, 25 mg/1 mL (NDC 0703-3671-01)","Teva Pharmaceuticals USA, Inc.",Other,Current,['ANDA040843'],['METHOTREXATE'],['METHOTREXATE'],"['Teva Parenteral Medicines, Inc.']","['0703-3671', '0703-3675', '0703-3678']",['HUMAN PRESCRIPTION DRUG'],"['INTRA-ARTERIAL', 'INTRAMUSCULAR', 'INTRATHECAL', 'INTRAVENOUS']",['METHOTREXATE SODIUM'],"['1655956', '1655959', '1655960']",['e81074cc-12b4-4ac9-a5bb-749188989b2c'],['346ec9ce-dc98-4a55-b55e-d3af11f2d703'],"['0703-3671-01', '0703-3675-01', '0703-3678-01']",['3IG1E710ZN'],,,,,,,,,
New,12/05/2024,47335-472-13,Imatinib Mesylate Tablet,800-818-4555,,Discontinuing for business reasons,12/05/2024,['Hematology'],Tablet,"Imatinib Mesylate, Tablet, 100 mg (NDC 47335-472-13)",Sun Pharmaceutical Industries Limited,,To Be Discontinued,['ANDA078340'],['IMATINIB MESYLATE'],['IMATINIB MESYLATE'],"['Sun Pharmaceutical Industries, Inc.']","['47335-472', '47335-475']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['IMATINIB MESYLATE'],"['403878', '403879']",['ad13dbca-474d-4492-9c25-e0e175143d8c'],['07764bf9-21b4-4e32-9d7e-e348f8e4291f'],"['47335-472-83', '47335-472-88', '47335-472-13', '47335-472-81', '47335-475-83', '47335-475-88', '47335-475-13', '47335-475-64']",['8A1O1M485B'],,,,12/05/2024,,,,,
New,12/05/2024,63304-693-16,Clindamycin Hydrochloride Capsule,800-818-4555,,Discontinuing for business reasons,12/05/2024,['Anti-Infective'],Capsule,"Clindamycin Hydrochloride, Capsule, 300 mg (NDC 63304-693-16)",Sun Pharmaceutical Industries Limited,,To Be Discontinued,['ANDA065061'],['CLINDAMYCIN HYDROCHLORIDE'],['CLINDAMYCIN HYDROCHLORIDE'],"['Sun Pharmaceutical Industries, Inc.']","['63304-693', '63304-692']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['CLINDAMYCIN HYDROCHLORIDE'],"['197518', '284215']",['339366d4-2060-1c29-e063-6394a90a1cb7'],['1dbd8448-c1e5-46df-8060-50ef82380445'],"['63304-692-01', '63304-692-05', '63304-692-77', '63304-692-03', '63304-693-16', '63304-693-01', '63304-693-03', '63304-693-05', '63304-693-77', '63304-693-11', '63304-693-62']",['T20OQ1YN1W'],,,,12/05/2024,,,,,
Reverified,12/22/2020,43066-019-10,Ropivacaine Hydrochloride Injection,888-229-0001,Available,Check wholesalers for inventory; Marketed by Baxter,11/04/2025,['Anesthesia'],Injection,"Ropivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 43066-019-10)","Caplin Steriles, Ltd.",,Current,['ANDA212808'],['ROPIVACAINE HYDROCHLORIDE'],['ROPIVACAINE HYDROCHLORIDE'],['Baxter Healthcare Corporation'],"['43066-019', '43066-015', '43066-023', '43066-027']",['HUMAN PRESCRIPTION DRUG'],"['EPIDURAL', 'INFILTRATION', 'PERINEURAL']",['ROPIVACAINE HYDROCHLORIDE'],"['1734084', '1734207', '1734475', '1734483']",['ef624077-2197-426c-9521-8f966f49240b'],['781d4b7f-7556-4695-8d48-7772d7a0d8e9'],"['43066-015-01', '43066-015-10', '43066-019-01', '43066-019-10', '43066-023-01', '43066-023-10', '43066-027-01', '43066-027-10']",['V910P86109'],,,,,,,,,
Reverified,07/14/2023,42858-162-01,Lisdexamfetamine Dimesylate Capsule,888-827-0616,Available,,08/05/2025,['Psychiatry'],Capsule,"Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 42858-162-01)",Rhodes Pharmaceuticals L.P.,,Current,['ANDA215330'],['LISDEXAMFETAMINE DIMESYLATE'],['LISDEXAMFETAMINE DIMESYLATE'],['Rhodes Pharmaceuticals'],"['42858-162', '42858-161', '42858-163', '42858-164', '42858-165', '42858-166', '42858-167']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['LISDEXAMFETAMINE DIMESYLATE'],"['854830', '854834', '854838', '854842', '854846', '854850', '1593856']",['047c243d-9336-4ef2-b5a8-a7cae312b1be'],['d918b40d-a461-41bc-b6c0-83dc76c28e32'],"['42858-161-01', '42858-162-01', '42858-163-01', '42858-164-01', '42858-165-01', '42858-166-01', '42858-167-01']",['SJT761GEGS'],,,,,,,,,
Revised,01/01/2012,63323-808-11,Fentanyl Citrate Injection,888-386-1300,Unavailable,Backordered. Next release February 2026. Check wholesalers for inventory.,11/05/2025,"['Analgesia/Addiction', 'Pediatric']",Injection,"Fentanyl Citrate, Injection, 50 ug/1 mL (NDC 63323-808-11)","Fresenius Kabi USA, LLC",Other,Current,['ANDA212086'],['FENTANYL CITRATE'],['FENTANYL CITRATE'],"['Fresenius Kabi USA, LLC']","['63323-808', '63323-810']",['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS']",['FENTANYL CITRATE'],"['2474267', '2474269']",['076a6b49-1197-4c83-a9cd-a353d9c65ebc'],['0c10e465-4117-48ba-a454-23ccb7a3fcc7'],"['63323-808-01', '63323-808-11', '63323-810-00', '63323-810-20']",['MUN5LYG46H'],,,,,,,,,
Revised,04/28/2023,61703-339-18,Carboplatin Injection,844-646-4398,Limited Availability,Limited Supply Available. Next Delivery: October 2025; Estimated Recovery: December 2025,10/23/2025,['Oncology'],Injection,"Carboplatin, Injection, 50 mg/5 mL (10 mg/mL) (NDC 61703-339-18)","Hospira, Inc., a Pfizer Company",Demand increase for the drug,Current,['ANDA076517'],['CARBOPLATIN'],['CARBOPLATIN'],"['Hospira, Inc.']",['61703-339'],['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['CARBOPLATIN'],['597195'],['0ddf4411-7138-412a-908a-fadf22bdfb79'],['c3ae9880-44bb-4f4e-93d8-8a5e21708a30'],"['61703-339-18', '61703-339-22', '61703-339-50', '61703-339-56']",['BG3F62OND5'],"['N0000175413', 'N0000175073']",['Platinum-based Drug [EPC]'],,,,,,,
New,01/08/2025,50268-708-15,Ramelteon Tablet,866-732-3952,,,01/08/2025,['Other'],Tablet,"Tablet, 8 mg (NDC 50268-708-15)","Dr. Reddy's Laboratories, Inc.",,To Be Discontinued,,,,,,,,,,,,,,,,,01/08/2025,,,,,
Revised,07/14/2023,0527-4662-37,Lisdexamfetamine Dimesylate Capsule,844-834-0530,Limited Availability,Limited Availability,11/03/2025,['Psychiatry'],Capsule,"Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 0527-4662-37)","Lannett Company, Inc.",Shortage of an active ingredient,Current,['ANDA215802'],['LISDEXAMFETAMINE DIMESYLATE'],['LISDEXAMFETAMINE DIMESYLATE'],"['Lannett Company, Inc.']","['0527-4662', '0527-4661', '0527-4663', '0527-4664', '0527-4665', '0527-4666', '0527-4667']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['LISDEXAMFETAMINE DIMESYLATE'],"['854830', '854834', '854838', '854842', '854846', '854850', '1593856']",['7ac942a6-689a-420b-87bf-dc59003400dc'],['2cedb4c2-1e40-4bc4-b9f4-127150c4afbd'],"['0527-4661-37', '0527-4662-37', '0527-4663-37', '0527-4664-37', '0527-4665-37', '0527-4666-37', '0527-4667-37']",['SJT761GEGS'],,,,,,,,,
